UniqueId,Business name,Address,City,Pincode,State,Website,Main Category,Sub Category,Latitude,Longitude,Phone No.1,Phone No.2,Business Hours,Phone Remark
ICL4815653,Haren B Pandya,"Revdi Bazar, Kalupur, Near Ashok Traders",Ahmedabad,380002,Gujarat,,Health,Doctor,23.027474,72.597346,7922142445,,11:00 AM TO 02:00 PM AND 05:30 PM TO 08:00 PM,
ICL1822423,Shree Khodiyar Medical & General Store,"Shop No F-42, Karnavati Mega Mall, Takshashila Road, Above Vijaya Bank, Vastral",Ahmedabad,382415,Gujarat,,Health,Pharmacies,23.00852187,72.66047281,9879179519,,08:30 AM TO 10:30 PM,
ICL0817157,Casil Health Products Limited,"Irm House, Off C G Road, Navrangpura",Ahmedabad,380009,Gujarat,,Health,Pharmacies,23.039168,72.563829,7926562615,,09:30 AM TO 11:00 PM,
ICL1165551,Dr Bhaivik Vanani,"30, Harinagar Society, Meghani Nagar, Service Road, Shahibaug",Ahmedabad,380004,Gujarat,,Health,Doctor,23.05390549,72.59641642,9924505807,,10:30 AM TO 02:00 PM AND 06:00 PM TO 08:00 PM,
ICL2751559,Shri Kashi Vishvnath Mahadev Mandir,"Naroda Rd, Near Indian Oil Petrol Pump, Ambika Nagar, Om Nagar, Saijpur Bogha",Ahmedabad,382345,Gujarat,,Religion,Temples,23.0555157,72.6324718,,,06:30 AM TO 09:00 AM AND 05:30 PM TO 08:30 PM,
ICL6605084,Shree Dental & Homoeopathic Clinic,"F-10, Satyam Complex, Opposite Kirtisagar Jodhpur Gam, Satellite",Ahmedabad,380006,Gujarat,,Health,Clinics,23.02504034,72.55368931,9825433267,,10:30 AM TO 12:30 PM,
ICL2068594,Anandi Surgical Hospital,"Ff/102, Samaran Complex, Ambli Main Road, Ambli",Ahmedabad,380058,Gujarat,,Health,Hospitals,23.02816309,72.47738738,9824043042,,08:00 AM TO 10:30 PM,
ICL2618902,The Aradhana Medical Agency,"213, 2Nd Floor, Bagmar Plaza, Geeta Mandir",Ahmedabad,380001,Gujarat,,Health,Pharmacies,23.00978442,72.58042522,7925392115,,08:00 AM TO 11:00 PM,
ICL7781242,Jyot Academy Of Learning,"9, Classic Avenue, Near Swati Society, Lakhudi X Roads, Navrangpura",Ahmedabad,380014,Gujarat,,Education,Coaching / Training Centers,23.0451939,72.5591856,9601781170,,10:00 AM TO 07:30 PM,
ICL13769295,Csc E-Gov.,"Vatva Ahmedabad Gujarat, Daskroi",Ahmedabad,382440,Gujarat,,Govt. Office,Aadhar Centre,22.95272447,72.61729564,,,10:00 AM TO 02:00 PM AND 04:00 PM TO 06:00 PM,
ICL10145931,Vastrapur Police Station,"Nr Sal Hospital, Thaltej Road, Vastrapur",Ahmedabad,380015,Gujarat,,Govt. Office,Police Station,23.049149,72.52328248,7926851902,,24 HRS,
ICL1812799,Awari Dr Maheshwari R,"Ground Floor, Bhanuprasad Jain, Madalpur Sanitirium",Ahmedabad,380006,Gujarat,,Health,Doctor,23.02195622,72.56872831,7926575512,,10:00 AM TO 02:00 PM,
ICL0373148,Silver Chemist,"A/108, Someshwar Complex, Satt Road, Shivam Tower, Shamal Row House",Ahmedabad,380015,Gujarat,,Health,Pharmacies,23.01653348,72.53077919,7926762366,,08:30 AM TO 10:30 PM,
ICL2407522,Shiv Vidhyalay,"Janta Nagar Road, Opp Harsiddh Park Society;B/H Water Tank, Ghatlodiya",Ahmedabad,380061,Gujarat,,Education,Schools,23.068092,72.536837,7927481037,,09:30 AM TO 04:30 PM,
ICL1914425,Kamal Methodist Charch,"No 11, Phase 2, Gidc Vatwa",Ahmedabad,382445,Gujarat,,Religion,Churches,22.962601,72.639793,,,06:30 AM TO 10:30 AM AND 05:00 PM TO 07:30 PM,
ICL1568807,Patel Chinubhai P Pharmacy College,Sector-23 G,Ahmedabad,382481,Gujarat,,Education,Colleges,23.08117234,72.5628778,7923229141,,09:00 AM TO 04:30 PM,
ICL3748807,Sahakar Chemist,"3, Silver Palace, Opposite Darshan Society, Stedium Commrce Road, Navrangpura",Ahmedabad,380009,Gujarat,,Health,Pharmacies,23.0397993,72.5601113,7926400775,,08:00 AM TO 10:30 PM,
ICL1027027,Medi Link Hospital,"Someshwar Complex, Derasar On 100 And 32 Feet Ring Road Shamal Char Rast Shamal Cross Road Sateellite, Opposite Someshwar Jain Temple, Derasar",Ahmedabad,380015,Gujarat,www.medilinkhospital.com,Health,Hospitals,23.01653348,72.53077919,7940241000,9825875854,10:30 AM TO 08:00 PM,
ICL1992258,Riddhi Medical Nursing Home,"105, Harekrushna Com, Near Apshara Cinema, Mani Nagar",Ahmedabad,380008,Gujarat,,Health,Hospitals,22.99347802,72.60384334,9898184554,,09:00 AM TO 07:00 PM,
ICL1455295,Jai Marchuma�Temple,"Narol - Vatwa Road, Machhunagar, Phase 4, Gidc Vatwa",Ahmedabad,382445,Gujarat,,Religion,Temples,22.964692,72.641945,,,06:00 AM TO 09:00 AM AND 05:00 PM TO 09:30 PM,
ICL2851728,Kido School,"Fenil Avenue, Raspan Party Plot, Havu Naredas, Nikol Naroda Road",Ahmedabad,380049,Gujarat,,Education,Schools,23.05343,72.670356,9737990648,,09:30 AM TO 03:00 PM,
ICL2995625,Maa Medical Agency,"No 12, Parasnath Nagar, Opposite New Rangbaug Society, Jain Mandir, Hatkeshwar, Amraiwadi",Ahmedabad,380026,Gujarat,,Health,Pharmacies,22.99788449,72.62636334,9879574008,,08:30 AM TO 10:00 PM,
ICL7876553,Prakash Hindi High School,"No 8, N. H(Nr Priya Cinema)Krishna Nagar",Ahmedabad,382345,Gujarat,,Education,Schools,23.0512818,72.6420973,7922830233,,08:00 AM TO 02:00 PM,
ICL3531875,Institute Of Maths,"Jainacharya Surendra Surishwarji Marg, Naranpura, Nr Rang Jyot Society Bus Stop",Ahmedabad,380013,Gujarat,,Education,Coaching / Training Centers,23.0575661,72.5582821,9825196873,,10:00 AM TO 01:00 PM AND 04:00 PM TO 08:00 PM,
ICL6911272,Dr Dilip Chandulal Clinic,"Kirti Society, B/H Municipal Snanagar, Sabarmati",Ahmedabad,380005,Gujarat,,Health,Clinics,23.08576,72.587525,9825197425,,10:00 AM TO 12:30 PM AND 05:00 PM TO 08:00 PM,
ICL2488947,Heli Group Tution,"S-1, Mahavir Bag Apartment, Ambawadi, Near Jayanvishwa Club, Near Excise Chowki Bus Stop, Sm Road",Ahmedabad,380015,Gujarat,,Education,Colleges,23.022518,72.551246,7926645382,9925416850,10:00 AM TO 05:00 PM,
ICL2693221,Dr Mahesh Patel,"Shashwat Complex, Opposite Ladli Showroom, Cross Road, Naranpura",Ahmedabad,380013,Gujarat,,Health,Doctor,23.05215464,72.56080673,7927682211,,10:30 AM TO 01:00 PM AND 06:00 PM TO 08:00 PM,
ICL8330795,Ideal Engineering Classes,"J P Complex, Near Police Station, Cross Road, Naroda",Ahmedabad,382330,Gujarat,,Education,Coaching / Training Centers,23.074859,72.655102,9537466959,,07:00 AM TO 07:00 PM,
ICL6451129,Nalanda Institute Of Applid Technologies,"Swami Vevekanand Instiute 2 Flor N I A T Near Aakhabar Nagar Circle Behaid Shivam Appertment Naw A Wada, Wadaj",Ahmedabad,380013,Gujarat,www.niat.in,Education,Coaching / Training Centers,23.070079,72.564963,7969435005,,11:00 AM TO 12:00 PM,
ICL7946312,G M Prakash High School,"Bh Ketana Hotel, Opp Corrian, Tilak Road, Rlf Road",Ahmedabad,380001,Gujarat,,Education,Schools,23.028622,72.588593,7922161106,,09:30 AM TO 03:30 PM,
ICL8163794,Jay Baliya Dev & Jay Mahakali Mandir,"Bhimravnagar Society, Kalapi Nagar",Ahmedabad,380016,Gujarat,,Religion,Temples,23.051052,72.617975,,,06:30 AM TO 09:00 AM AND 05:00 PM TO 08:30 PM,
ICL6475695,Radhakrishana Mandir,"Shahibaug Road, Arihant Nagar, Shahibag",Ahmedabad,380004,Gujarat,,Religion,Temples,23.056406,72.598627,,,06:00 AM TO 09:00 AM AND 05:00 PM TO 09:00 PM,
ICL8221978,Shah Dr Shashin J,"16 1St Floor, Rupam Shopping Centre, Ranna Park;Prabhat Chowk, Opp Vir Dairy, Ghatlodiya",Ahmedabad,380061,Gujarat,,Health,Doctor,23.06922853,72.53931003,7927471883,9327017008,10:30 AM TO 12:30 PM AND 06:00 PM TO 08:30 PM,
ICL1735036,Rajjab Ali Shah Masjid,"Rakhial Road, Industrial Area, Rakhial",Ahmedabad,380023,Gujarat,,Religion,Mosques,23.021305,72.625772,,,05:00 AM TO 09:30 PM,
ICL2473889,Mann Mandir Photo Framing,"Plot No 6-10, Nikol Gam Road, Dwarkesh Dham Society, Thakkarbapa Nagar",Ahmedabad,382350,Gujarat,,Religion,Temples,23.040985,72.657587,,,06:00 AM TO 09:30 AM AND 05:30 PM TO 08:30 PM,
ICL3855884,Shree Jagdishwari Mataji Temple,"Raipur, Anandshankar Dhurav Road, Near Axis Bank Atm, Khadia",Ahmedabad,380001,Gujarat,,Religion,Temples,23.020866,72.59127,,,06:00 AM TO 09:30 AM AND 05:30 PM TO 08:30 PM,
ICL23766577,Ippb,"Krishnanagar Post Office, Near Maul Parlar Near Krishnanagar Garden",Ahmedabad,382345,Gujarat,,Govt. Office,Aadhar Centre,23.05654924,72.64378232,1123362148,,10:00 AM TO 02:00 PM,
ICL3116816,Naroda Physiotheraphy,"Near Red Diamond Protection, Naroda",Ahmedabad,382330,Gujarat,,Health,Doctor,23.0740137,72.6596299,9662042357,,10:30 AM TO 11:30 PM,
ICL7923805,Pipalia Dr Manubhai V,"Samjuba Hospital Complex, Bapunagar",Ahmedabad,380024,Gujarat,,Health,Doctor,23.03287189,72.62838301,7925461380,9825067541,10:00 AM TO 12:30 PM AND 06:00 PM TO 08:30 PM,
ICL6592348,Soni Classes,"Nr. Ravi Infosys, Memnagar",Ahmedabad,380052,Gujarat,,Education,Coaching / Training Centers,23.0565973,72.5327319,9409668391,,08:00 AM TO 05:30 PM,
ICL1638058,Moon Medical,"Gidc Vatwa - Ramol Road, Phase 4, Opposite To Icici Bank Atm, Gidc Vatwa",Ahmedabad,382445,Gujarat,,Health,Pharmacies,22.96713448,72.64749908,9033636266,,08:30 AM TO 10:30 PM,
ICL3235025,Aes Institute Of Computer Studies,"A.G.Teacher'S College Campus, University Road, Opp Ldrs College, Navrangpura, University Area, Beside Ag High School And G & D Parikh Higher Secondary School",Ahmedabad,380009,Gujarat,www.aesics.ac.in,Education,Coaching / Training Centers,23.039149,72.552931,7926402987,,10:30 AM TO 09:15 PM,
ICL0719604,Army Public School,"Cantonment, Nr Hanuman Temple, Sahibaug, Ahmedabad Cantonment",Ahmedabad,380004,Gujarat,www.apsahmedabad.in,Education,Schools,23.06703018,72.60341388,7922862543,,07:10 AM TO 01:30 PM,
ICL8878336,B.I. Patel Group Tuition,"Nirnay Nagar Sector Vii, Near By Rameshwar Mahadev, Nirnay Nagar",Ahmedabad,382481,Gujarat,,Education,Coaching / Training Centers,23.07573318,72.55909729,9825944510,,09:00 AM TO 04:00 PM,
ICL1603032,Hari Om Group Tution,"Bhumi Apartment Cunat, Nikol Road",Ahmedabad,382350,Gujarat,,Education,Coaching / Training Centers,23.039937,72.652201,7874725892,,08:00 AM TO 10:00 AM AND 05:00 PM TO 09:00 PM,
ICL5209645,I T C T Classes,"Daxini Society, Near Railway Crossing Bus Stop, Maninagar",Ahmedabad,380008,Gujarat,,Education,Coaching / Training Centers,22.994617,72.612412,9824130182,,11:30 AM TO 11:00 PM,
ICL7732842,Nayak Dr Kiritkumar A,"2, Shanti Shikhar Society, Nr Daxini Society, Mani Nagar",Ahmedabad,380008,Gujarat,,Health,Doctor,22.991368,72.611032,7925464216,,10:00 AM TO 02:00 PM AND 05:30 PM TO 08:00 PM,
ICL2986323,Sohas Boutique And Classes,"Chandakheda, Near Narayan Footwear, Next To Nandini Sales",Ahmedabad,380019,Gujarat,,Education,Coaching / Training Centers,23.11055,72.56714,8734878470,,09:00 AM TO 04:00 PM,
ICL3480834,Christian Tutorials,"B 109, Swaminarayan Avenue, Aec, Vijay Cross Road, Opp. Satyam Skyline, Vijay Char Rasta, Naranpura",Ahmedabad,380013,Gujarat,,Education,Coaching / Training Centers,23.0534153,72.5473793,9925118762,,09:00 AM TO 10:30 PM,
ICL8751191,Ahmedabad Chemist Association,"11/B 2Nd Floor, Shanti Commercial Centre, Nagar Sheth Vanda, Gheekanta",Ahmedabad,380001,Gujarat,,Health,Pharmacies,23.02849432,72.5853592,7925508158,,09:30 AM TO 10:00 PM,
ICL0157467,Dr Kirti M Shahs Surgical Hospital,"3, Chandan Park Society, Near Kameshwar Mahadev, Ankur Road, Naranpura",Ahmedabad,380013,Gujarat,,Health,Hospitals,23.05882454,72.55782612,7927450344,,08:30 AM TO 10:00 PM,
ICL3588468,Mihal Medical Store,"Sai Avenue, Kapdi Vas, Makarpura, Near By Kailash Complex, Gidc Naroda",Ahmedabad,382330,Gujarat,,Health,Pharmacies,23.07418251,72.6506424,9662083440,,09:30 AM TO 10:30 PM,
ICL6966865,Som Lalit College,"Slim Campus, University Road, Near St Xaviers Collage Corner, Navrangpura",Ahmedabad,380009,Gujarat,,Education,Colleges,23.039466,72.550148,7926303301,,09:00 AM TO 04:30 PM,
ICL1321671,Dev Medical And General Store,"A/11, Gururamdas Society, Nr Amber Cinema, Opp E`Colony, Bapunagar",Ahmedabad,380024,Gujarat,,Health,Pharmacies,23.03411034,72.62927855,9925107976,,08:30 AM TO 10:30 PM,
ICL36832374,Csc E-Gov.,"24 Rathod Enterprise, Shiholi Road, Chiloda",Ahmedabad,382355,Gujarat,,Govt. Office,Aadhar Centre,23.22814102,72.72904224,,,10:00 AM TO 02:00 PM AND 04:00 PM TO 06:00 PM,
ICL5737635,Dr Vimal Kumar,"E 10 Harisiddh Chamber, Income Tax Char Road, Ashram Road",Ahmedabad,380009,Gujarat,,Health,Doctor,23.038204,72.568657,7923210400,,10:30 AM TO 01:00 PM AND 06:00 PM TO 08:00 PM,
ICL6760813,Shriji Krupa Marble Mandir,"Sarkhej - Gandhinagar Highway, Chanakyapuri",Ahmedabad,380060,Gujarat,,Religion,Temples,23.091627,72.530065,,,06:30 AM TO 10:00 AM AND 05:00 PM TO 08:00 PM,
ICL4022625,Noble Computer Academy,"Shah Alam Road, Danilimda, Near Rubina Ladies Tailors",Ahmedabad,380028,Gujarat,,Education,Coaching / Training Centers,22.9955962,72.5882524,9998388933,9898386265,08:00 AM TO 11:00 PM,
ICL7159956,Y-Tech Computer & English Speaking,"1, Shiv Sagur Socitey Part 1, Jivraj Park To Vejalpur Road, Jivraj Park, Ahmedabad, Opposite Avni Park",Ahmedabad,380051,Gujarat,,Education,Coaching / Training Centers,23.0052513,72.5286724,9427311850,,08:00 AM TO 08:00 AM,
ICL6004644,Dr Minoo Desai - (Shanta Deep Opathology Laboratory),"9/B, Pramukh Palace Jaihind Char Rasta, Mani Nagar",Ahmedabad,380008,Gujarat,,Health,Doctor,22.994955,72.607306,7925465062,7925467981,10:30 AM TO 02:00 PM AND 05:00 PM TO 08:00 PM,
ICL1126467,Concepts Institute Of Education,"211, Advait Complex, Near Sandesh Press, Bodakdev, Vastrapur",Ahmedabad,380054,Gujarat,,Education,Coaching / Training Centers,23.04117663,72.5256594,9426356159,,10:00 AM TO 07:00 PM,
ICL1041078,Mahakali Temple,"Opp Rudraksh Complex, Chandkheda",Ahmedabad,382424,Gujarat,,Religion,Temples,23.115674,72.582535,,,06:30 AM TO 10:00 AM AND 05:30 PM TO 08:30 PM,
ICL2685412,Jay Shree Harsiddhi Mata Temple,"S No Naroda, Kathora Road, Near Chiloda Baraiya Prathamik Kumar Shala, Kotarpur",Ahmedabad,382330,Gujarat,,Religion,Temples,23.103219,72.657166,,,06:00 AM TO 09:00 AM AND 05:30 PM TO 09:30 PM,
ICL3835354,Patel Dr Vijyaben S,"Neelam Hospital, Main Bazar Road, Nr Padmavti Ber Sar, Naroda",Ahmedabad,382330,Gujarat,,Health,Doctor,23.073257,72.656984,9904225906,7922822022,10:00 AM TO 02:00 PM AND 05:00 PM TO 08:30 PM,
ICL4693012,Dr Pritesh R Patel - (Shree Raj Hospital),"25, 1St Floor, Maruti Centre, Opposite Gurukul, Drive In Road",Ahmedabad,380052,Gujarat,,Health,Doctor,23.046431,72.532532,9825322901,,11:00 AM TO 01:30 PM AND 05:30 PM TO 08:00 PM,
ICL3108735,Susmit Dental Clinic,"947/1, Sector 7, Opposite Bus Stop Stand, Gandhi Nagar",Ahmedabad,382007,Gujarat,,Health,Clinics,23.210992,72.641939,9898013278,7923241417,10:00 AM TO 02:00 PM AND 05:30 PM TO 08:00 PM,
ICL3081772,Tadhani Hospital,"Balaram Chambers, Thakkarbapanagar Char Rasta, National Highway No 8, Bapu Nagar",Ahmedabad,382350,Gujarat,,Health,Hospitals,23.038997,72.640856,9825393941,7922704514,10:30 AM TO 10:00 PM,
ICL8819975,Vraj Medicines,"15, Sardar Center, Opposite Nehru Park Fountain, Vastrapur",Ahmedabad,380015,Gujarat,,Health,Pharmacies,23.03724251,72.52806689,7926761711,,09:30 AM TO 10:00 PM,
ICL0896305,Printo Pharmachem,"26, Goyal Park Raw Houses, Judges Bunglow Road, Satellite",Ahmedabad,380015,Gujarat,,Health,Pharmacies,23.026598,72.526164,7926745452,7926745451,09:30 AM TO 10:30 PM,
ICL5150379,Dwerkadas Parmanand High School,"C/O Vandematram Complex, Nava Wadaj",Ahmedabad,380013,Gujarat,,Education,Schools,23.067347,72.568465,7927644080,,08:30 AM TO 02:00 PM,
ICL6559664,Somnath Mahadev Temple,"New Madupura Road, Bardolpura, Madhupura",Ahmedabad,380004,Gujarat,,Religion,Temples,23.038342,72.591928,,,06:30 AM TO 10:00 AM AND 05:30 PM TO 08:30 PM,
ICL6545867,Vital Educational Institute,"Near Uco Bank Atm, Bodakdev",Ahmedabad,380054,Gujarat,,Education,Coaching / Training Centers,23.0362409,72.515953,9898261553,,07:00 AM TO 10:00 PM AND 04:00 PM TO 09:00 PM,
ICL5696499,Divyajyot Distributors,"201, Angel Complex, 2Nd Floor, Near Old High Court, Railway Crossing Road, Navrangpura",Ahmedabad,380014,Gujarat,,Health,Pharmacies,23.0407833,72.566,9825377450,,08:30 AM TO 10:30 PM,
ICL1116445,Raj Temple Flates,"State Highway, Near Shree Pragati Timber Traders, Ghodasar",Ahmedabad,380050,Gujarat,,Religion,Temples,22.974217,72.614189,,,06:00 AM TO 09:00 AM AND 05:00 PM TO 08:00 PM,
ICL5554727,Maheswari Medical Stores,"Jagadamba Soceity, Opp Vishavrekha Society, Vejalpur",Ahmedabad,380051,Gujarat,,Health,Pharmacies,23.006641,72.5327,9824372194,,08:00 AM TO 10:30 PM,
ICL6538074,Dr Joytindar Kaur - (Apollo Hospital),"Plot No 1A, Bhat, G I D C Estate",Ahmedabad,382428,Gujarat,,Health,Doctor,23.109423,72.62606,7966701800,,10:30 AM TO 02:00 PM AND 05:30 PM TO 08:00 PM,
ICL0498672,Shree Bahuchar Mata Temple,"Gita Mandir Road, Navyug Colony, Behrampura",Ahmedabad,380022,Gujarat,,Religion,Temples,23.00676,72.590952,,,06:30 AM TO 10:00 AM AND 05:30 PM TO 08:00 PM,
ICL3591226,S K Pharma,"304/2, A-Silver Brook, Near Parimal Crossing, Opposite Doctor House, Ellisbridge",Ahmedabad,380006,Gujarat,,Health,Pharmacies,23.01757797,72.557776,9904411881,9537460112,08:30 AM TO 11:00 PM,
ICL6965738,Shreeji Science Institute,"Satyam Complex, 1St Floor, Opposite Shivani Avenue, Jawahar Chowk Cross Road, Maninagar",Ahmedabad,380008,Gujarat,,Education,Coaching / Training Centers,22.9993714,72.6121373,9426709967,,10:30 AM TO 11:30 PM,
ICL7920683,Shree Uma Medicians,"1207/A-5, Nilkanth Society, Jahangirpura Road, Mohan Cinema Char Rasta, Ashrva",Ahmedabad,380016,Gujarat,,Health,Pharmacies,23.046177,72.604571,9979606682,,08:00 AM TO 10:00 PM,
ICL04216789,Post Office - Naroda I E S.O,"Naroda I E, Taluka Ahmedabad, District Ahmedabad",Ahmedabad,382330,Gujarat,www.indiapost.gov.in,Govt. Office,Post Office,23.08336016,72.66745339,18002666868,,09:00 AM TO 06:00 PM,
ICL1588101,Mansi Academy,"Opp Chandraprasad Desai Hall, Nr Kastoorba Garden, Bapunagar",Ahmedabad,380024,Gujarat,,Education,Coaching / Training Centers,23.037681,72.627281,9228356275,7927601144,09:00 AM TO 06:00 PM,
ICL6515009,Classes,"203, Supath, Opposite Rasranjan, Vijay Char Rasta",Ahmedabad,380009,Gujarat,www.hindhost.com,Education,Coaching / Training Centers,23.043083,72.549045,9033000651,,09:00 AM TO 09:00 PM,
ICL3419395,Kalandari Masjid,"Dudheshwar Water Works, Charansingh Gurusingh Mangat Marg, Shahibaug, Devjipura, Dudeshwar",Ahmedabad,380004,Gujarat,,Religion,Mosques,23.05159,72.583673,,,05:00 AM TO 09:30 PM,
ICL6180489,Om Dental Clinic,"12, Moti Chambers, B/S Krishna Vidhyalay, Near Khodiyar Nagar Cr, Bapunagar",Ahmedabad,380024,Gujarat,,Health,Clinics,23.033103,72.63724,7922700039,,11:00 AM TO 01:30 PM AND 06:00 PM TO 08:30 PM,
ICL1380817,Jyoti Maternity Hospital,"Ocean Park, Satellite Road, 1St Floor, Satellite, Near Himmatlal Park, Nehru Nagar",Ahmedabad,380015,Gujarat,,Health,Hospitals,23.0217833,72.5383333,7926766491,9424050916,09:30 AM TO 10:00 PM,
ICL4011241,Mahvir Medical,"Shop No 9, Raghuvir Park-2, Opposite Swaminarayan Nagar, Nikol Gam Road",Ahmedabad,382350,Gujarat,,Health,Pharmacies,23.04067333,72.65413658,9998269492,,08:30 AM TO 10:30 PM,
ICL6172602,Institute Of Physics,"Shubh Laxmi Complex, Opposite Sanghvi High School, Sanghavi School Road, Naranpura",Ahmedabad,380013,Gujarat,,Education,Coaching / Training Centers,23.05543657,72.5601993,9825047274,,08:00 AM TO 11:00 PM,
ICL1470022,Shri Geeta Clinic,"Nr. Shri Krishna General Clinic Dental Clinic, Nava Naroda",Ahmedabad,382330,Gujarat,,Health,Clinics,23.0708799,72.6750859,9033249214,,09:00 AM TO 09:30 PM,
ICL6168278,Krishna Enterprise,"207/216, Ratnamani Complex, Nagar Sheth'S Vando, Gheekanta",Ahmedabad,380001,Gujarat,,Health,Pharmacies,23.02866205,72.58504224,9327445562,9825151934,08:00 AM TO 11:00 PM,
ICL6807478,Indra Pathology Laboratory,"3Rd Floor, Shatadal Complex, Ashram Road, Opp Bata Showroom, Nr Mount Carmel School",Ahmedabad,380009,Gujarat,,Health,Diagnostic Labs,23.03549184,72.56928917,7926462646,,07:00 AM TO 12:00 PM AND 04:30 PM TO 08:00 PM,
ICL1747468,Shubham Xray & Sonography Clinic,"13, Manorath Complex, Nr Milan Theater, Saraspur",Ahmedabad,382345,Gujarat,,Health,Clinics,23.0389833,72.6399333,7922927070,,09:00 AM TO 08:00 PM,
ICL2867861,Shree Khodiyar Medical & Provision Store,"Narol-Naroda Road, Nutan Nagar, Opp Shree Mahalaxmi Mataji Mandir, Khodiar Nagar",Ahmedabad,382350,Gujarat,,Health,Pharmacies,23.033807,72.640284,9274451971,,09:00 AM TO 11:00 PM,
ICL26097725,Post Office - Ambli B.O,"Ambli, Taluka Daskroi, District Ahmedabad",Ahmedabad,380058,Gujarat,www.indiapost.gov.in,Govt. Office,Post Office,23.02826541,72.48174059,18002666868,,09:00 AM TO 06:00 PM,
ICL5521007,Trupti Medical,"Mansarovar Complex, Near Pancham Mall, Nikol Gam Road, Nicol",Ahmedabad,382350,Gujarat,,Health,Pharmacies,23.04075561,72.65915854,9913362401,,09:30 AM TO 10:00 PM,
ICL3724982,Shree Krishna Pharmaceutical,"Bopal Road, Beside Canara Bank Atm, Bopal",Ahmedabad,380058,Gujarat,,Health,Pharmacies,23.03248596,72.45992279,8401000892,,09:00 AM TO 10:00 PM,
ICL35351583,Hdfc Bank Limited,"Ground Floor, Shop.2, ""Shakti Extol: Beside Zydus Hospital, Thaltej",Ahmedabad,380054,Gujarat,,Govt. Office,Aadhar Centre,23.05998238,72.51193373,18002026161,,10:00 AM TO 02:00 PM,
ICL0152434,Brain O Brain Classes,"6, Kabir Enclave, Bhopal Cross Road, Ghuma, Bopal",Ahmedabad,380058,Gujarat,,Education,Coaching / Training Centers,23.03199911,72.45850516,9687922555,,07:00 AM TO 08:30 PM,
ICL0849709,Suryashri Clinic,"4, Paras Kunj Society, Op Octrainaka, Satellite",Ahmedabad,380015,Gujarat,,Health,Clinics,23.025095,72.528251,9825108251,7926730100,11:00 AM TO 02:00 PM AND 05:00 PM TO 09:00 PM,
ICL1197341,Hanumanji Nu Mandir,"Surendra Mangaldas Road, Nehru Nagar, H Colony, Ambavadi",Ahmedabad,380015,Gujarat,,Religion,Temples,23.022059,72.545336,,,06:30 AM TO 09:00 AM AND 05:30 PM TO 09:00 PM,
ICL0352508,Mangaldeep High School,"Nirnay Nagar Road, Nirnay Nagar Sector I, Nirnay Nagar",Ahmedabad,382481,Gujarat,,Education,Schools,23.0760756,72.5644787,7927520822,,09:00 AM TO 07:00 PM,
ICL3688358,Gandhi Clinic,"11, 12, Kamala Market, Patia Stand, Naroda Road, Opp Ramdev Mandir",Ahmedabad,382345,Gujarat,,Health,Clinics,23.051624,72.627239,9825308647,,09:00 AM TO 08:00 PM,
ICL8594457,Plamel Overseas And Education,"Iind Floor, Radhe Mall, Opp National Handloom, Aboe Axis Bank Atm, Khokhara, Near Khodiyar Nagar Bus Stop",Ahmedabad,380008,Gujarat,,Education,Coaching / Training Centers,23.002825,72.618425,8460404606,,04:30 PM TO 09:30 PM,
ICL2073822,Patikh Dr Atul,"Surgical Laser Clinic, B/H Canara Bank, Nr Overidge Punit Marg, Mani Nagar",Ahmedabad,380008,Gujarat,,Health,Doctor,22.992649,72.611634,7925465316,,11:00 AM TO 01:30 PM AND 06:00 PM TO 08:30 PM,
ICL4976004,Krystal Dental Care,"Titanium City Centre Mall, 100 Feet Anand Nagar Rd, Jodhpur Village",Ahmedabad,380015,Gujarat,,Health,Clinics,23.0130995,72.5224961,9978601890,,11:00 AM TO 09:30 PM,
ICL8297586,Aditya Clinic,"Bopal Road, Near Bopal Multispeciality Hospital, Bopal",Ahmedabad,380058,Gujarat,,Health,Clinics,23.031433,72.471992,9825554041,,09:00 AM TO 09:00 PM,
ICL4906472,Dr Hitesh Gohil - (Siddhi Vinayak Dental Clinic),"3Rd Floor, Newyork Arcade, Near Bhavya Park, Bopal",Ahmedabad,380058,Gujarat,,Health,Doctor,23.031253,72.472543,9825398993,,11:00 AM TO 01:00 PM AND 05:30 PM TO 08:00 PM,
ICL1836698,Future Unlimited,"102-103 68/B, Abhiraj Complex, Swastik Society, Off C G Road, Navrangpura",Ahmedabad,380009,Gujarat,,Education,Coaching / Training Centers,23.038935,72.562151,9825484073,9825507102,06:00 AM TO 10:00 AM AND 04:00 PM TO 09:00 PM,
ICL8708596,Samrpan Chemistry Institute,"Ff, Ratnajyot Complex-1, Near Sbi, Nirnay Nagar Road, Ranip, Opposite Arjun Ashram Temple",Ahmedabad,382481,Gujarat,,Education,Coaching / Training Centers,23.099268,72.557178,7698202109,,08:00 AM TO 11:00 PM AND 04:00 PM TO 07:30 PM,
ICL0053868,Meghdoot Medical Stores,"12, Pushpak Apartment, Canal Road, Ghodasar",Ahmedabad,380050,Gujarat,,Health,Pharmacies,22.979627,72.610595,9898293160,,09:00 AM TO 11:00 PM,
ICL6411997,Dr. Ashwin Prajapati,"664, Sector-27, Gandhinagar, Gandhi Nagar",Ahmedabad,382028,Gujarat,,Health,Doctor,23.251544,72.648846,9426700542,,11:00 AM TO 01:30 PM AND 06:00 PM TO 08:00 PM,
