,UniqueId,Business name,Address,City,Pincode,State,Website,Main Category,Sub Category,Latitude,Longitude,Phone No.1,Phone No.2,Business Hours,Phone Remark,raw_address,country,words_in_address,pin_codes_found,states_found,street_names_found,landmarks_found,shop_house_nos_found,districts_found,village_or_citys_found
916,ICL4230067,Ahmedabad Montessori School,"Polyclinic Centre, Nyay Marg, Bodakdev",Ahmedabad,380054,Gujarat,www.ahmedabadmontessorischool.com,Education,Schools,23.03601456,72.51752472,7926873913,,10:00 AM TO 02:00 PM,,"polyclinic centre, nyay marg, bodakdev",india,"['polyclinic centre', 'bodakdev', 'nyay marg']",,,Nyay marg,,,,
917,ICL4674354,Dr Davall Patel - (Sanvy Surgical & Dental Hopital),"28/3Rd, B Wing, Amrapali, Shopping Mall, Ambli",Ahmedabad,380058,Gujarat,,Health,Doctor,23.0286,72.478,9879572027,,10:00 AM TO 12:30 PM AND 06:00 PM TO 08:00 PM,,"28/3rd, b wing, amrapali, shopping mall, ambli",india,"['amrapali', 'shopping mall', 'ambli', '28/3rd', 'b wing']",,,,Shopping mall,,,
918,ICL5197532,Deep Meternity Hospital,"301, Pushkar Annexe, Opp. Bunglow Bus Stop, Naroda Road, Near Naroda Bethak, Kuber Nagar",Ahmedabad,382340,Gujarat,,Health,Hospitals,23.071257,72.6481809,7922811686,,10:30 AM TO 08:00 PM,,"301, pushkar annexe, opp. bunglow bus stop, naroda road, near naroda bethak, kuber nagar",india,"['kuber nagar', 'near naroda bethak', 'opp. bunglow bus stop', 'pushkar annexe', 'naroda road', '301']",,,Naroda road,"Opp. bunglow bus stop, Near naroda bethak",,,
919,ICL1084558,Mansi Hospital,"C/Ff/01, Parishram Society, Cross Road, Bhimjipura",Ahmedabad,380013,Gujarat,,Health,Hospitals,23.066999,72.562109,9824017844,7927556068,09:00 AM TO 08:00 PM,,"c/ff/01, parishram society, cross road, bhimjipura",india,"['cross road', 'bhimjipura', 'c/ff/01', 'parishram society']",,,Cross road,,,,Bhimjipura
920,ICL0017999,Saikrupa Medical Stores,"500/E, Vedmata Society, Opposite Pradmaprabhunagar Society, Ioc Road, Chandkheda",Ahmedabad,382424,Gujarat,,Health,Pharmacies,23.11063557,72.56948064,9913719561,,08:30 AM TO 11:00 PM,,"500/e, vedmata society, opposite pradmaprabhunagar society, ioc road, chandkheda",india,"['opposite pradmaprabhunagar society', 'ioc road', '500/e', 'vedmata society', 'chandkheda']",,,Ioc road,Opposite pradmaprabhunagar society,,,
921,ICL3782765,Pratham Physiotherapy & Rehabilitation Clinic,"Mewada Chambers, Opp Petrol Pump, Vijaynagar, Naranpura",Ahmedabad,380013,Gujarat,,Health,Clinics,23.0577356,72.5596502,8238595427,,11:00 AM TO 09:00 PM,,"mewada chambers, opp petrol pump, vijaynagar, naranpura",india,"['vijaynagar', 'opp petrol pump', 'mewada chambers', 'naranpura']",,,,Opp petrol pump,,,Naranpura
922,ICL0909267,Bhavik Shah Academy,"Gf-4, Vrundavan Enclave, Behind Aec Cross Road, Naranpura",Ahmedabad,380063,Gujarat,,Education,Coaching / Training Centers,23.0547378,72.5479352,9723304319,,05:30 AM TO 07:00 PM,,"gf-4, vrundavan enclave, behind aec cross road, naranpura",india,"['vrundavan enclave', 'gf-4', 'behind aec cross road', 'naranpura']",,,Behind aec cross road,Behind aec cross road,,,Naranpura
923,ICL0630134,Shri Hari Dental Clinic & Implant Center,"Nr. Shri Veetrag Steel Center, India Colony",Ahmedabad,380024,Gujarat,,Health,Clinics,23.0387705,72.6373336,9825379713,,10:30 AM TO 09:30 PM,,"nr. shri veetrag steel center, india colony",india,"['india colony', 'nr. shri veetrag steel center']",,,,Nr. shri veetrag steel center,,,
924,ICL7110092,Dr Piyush Patmakar - (Samvedna Hospital),"Delhi Chakla, Jordam Road, Dariapur",Ahmedabad,380001,Gujarat,,Health,Doctor,23.037407,72.588067,7922162418,,11:00 AM TO 02:00 PM AND 06:00 PM TO 08:00 PM,,"delhi chakla, jordam road, dariapur",india,"['delhi chakla', 'jordam road', 'dariapur']",,NCT of Delhi,Jordam road,,,,Dariapur
925,ICL5761575,Dipan Desai,"Diya Eye Institute 17 Parimal Society Opp Doctor House Nr Parimal Garden Ahd, Navrangpura",Ahmedabad,380009,Gujarat,,Health,Doctor,23.032902,72.55989,7926562006,,10:30 AM TO 12:30 PM AND 05:00 PM TO 08:00 PM,,"diya eye institute 17 parimal society opp doctor house nr parimal garden ahd, navrangpura",india,"['diya eye institute 17 parimal society opp doctor house nr parimal garden ahd', 'navrangpura']",,,,Diya eye institute 17 parimal society opp doctor house nr parimal garden ahd,Diya eye institute 17 parimal society opp doctor house nr parimal garden ahd,,Navrangpura
926,ICL7537827,Smile Dental Clinic,"24, Heera Moti Market, Jayhind Cross Road, Mani Nagar",Ahmedabad,380008,Gujarat,,Health,Clinics,22.99532871,72.60888679,9712918098,,10:00 AM TO 02:00 PM AND 06:00 PM TO 09:00 PM,,"24, heera moti market, jayhind cross road, mani nagar",india,"['mani nagar', '24', 'heera moti market', 'jayhind cross road']",,,Jayhind cross road,,,,
927,ICL3975186,Dr Jipal Thakkar - (Physio Clinic Physiotherpy Clinic),"A/10, First Floor, Devditya Arcade, Near Bagban Party Plot, New, Thaltej",Ahmedabad,380059,Gujarat,,Health,Doctor,23.050647,72.499774,9727579791,,11:00 AM TO 02:00 PM AND 06:00 PM TO 08:00 PM,,"a/10, first floor, devditya arcade, near bagban party plot, new, thaltej",india,"['first floor', 'devditya arcade', 'thaltej', 'a/10', 'near bagban party plot', 'new']",,,,Near bagban party plot,,,
928,ICL2945812,E-Maker Engineering Classes,"208, Second Floor, Shivani Avenue, At Jawahar Chowk Cross, Road, Balvatika, Archana Society, Bhairavnath, Maninagar",Ahmedabad,380008,Gujarat,www.e-maker.in,Education,Coaching / Training Centers,22.9953548,72.604341,9825786401,,10:00 AM TO 10:30 PM,,"208, second floor, shivani avenue, at jawahar chowk cross, road, balvatika, archana society, bhairavnath, maninagar",india,"['bhairavnath', 'maninagar', 'balvatika', 'second floor', 'at jawahar chowk cross', 'road', 'archana society', '208', 'shivani avenue']",,,Road,,,,
929,ICL5767827,Bony Hospital,"Shreeji Complex, Behind V S Hospital, Opposite Kapadia Guest, House, Ellisbridge",Ahmedabad,380006,Gujarat,,Health,Hospitals,23.01766344,72.56988017,7926579794,9426172874,10:30 AM TO 10:00 PM,,"shreeji complex, behind v s hospital, opposite kapadia guest, house, ellisbridge",india,"['shreeji complex', 'house', 'behind v s hospital', 'opposite kapadia guest', 'ellisbridge']",,,,"Behind v s hospital, Opposite kapadia guest",,,
930,ICL0821014,Desai Dr Deepakbhai Arvindbhai,"17, Varsha State Bank Staff, Chankuapuri Road, Nr Rly Crossing, Ghatlodiya",Ahmedabad,382481,Gujarat,,Health,Doctor,23.075956,72.549513,9825019886,,11:00 AM TO 02:00 PM AND 05:30 PM TO 08:30 PM,,"17, varsha state bank staff, chankuapuri road, nr rly crossing, ghatlodiya",india,"['varsha state bank staff', 'nr rly crossing', '17', 'chankuapuri road', 'ghatlodiya']",,,Chankuapuri road,Nr rly crossing,,,Chankuapuri road
931,ICL4841322,Makwana Dr G J,"A5, Kalptaryu Apartment, B/W Ghasiram Hall, B/W Ghasiram Hall, Shahibaug",Ahmedabad,380004,Gujarat,,Health,Doctor,23.055711,72.598877,7922868802,,11:00 AM TO 02:00 PM AND 06:00 PM TO 08:30 PM,,"a5, kalptaryu apartment, b/w ghasiram hall, b/w ghasiram hall, shahibaug",india,"['b/w ghasiram hall', 'kalptaryu apartment', 'a5', 'shahibaug']",,,,,Kalptaryu apartment,,
932,ICL1836791,Ganesh Temple,"Nava Vadaj, Bhimjipura, Sardar Colony",Ahmedabad,380013,Gujarat,,Religion,Temples,23.058739,72.569075,,,06:00 AM TO 09:30 AM AND 05:30 PM TO 09:30 PM,,"nava vadaj, bhimjipura, sardar colony",india,"['nava vadaj', 'sardar colony', 'bhimjipura']",,,,,,,Bhimjipura
933,ICL0941747,Om Dental Clinic,"Raghuvir Complex, Near Swami Narayan Temple, Nava Naroda Road, Near Bhavani Dairy Parlour, Krishna Nagar",Ahmedabad,382345,Gujarat,,Health,Clinics,23.05183338,72.65818163,9998003909,,10:30 AM TO 02:00 PM AND 05:30 PM TO 09:00 PM,,"raghuvir complex, near swami narayan temple, nava naroda road, near bhavani dairy parlour, krishna nagar",india,"['near bhavani dairy parlour', 'krishna nagar', 'near swami narayan temple', 'nava naroda road', 'raghuvir complex']",,,Nava naroda road,"Near swami narayan temple, Near bhavani dairy parlour",,,
934,ICL12057557,Indiapost,"Sac Post Office, Isro Campus, Jodhpur Tekra, Jodhpur",Ahmedabad,380015,Gujarat,,Govt. Office,Aadhar Centre,23.02723235,72.51764327,18002666868,,10:00 AM TO 02:00 PM,,"sac post office, isro campus, jodhpur tekra, jodhpur",india,"['jodhpur', 'jodhpur tekra', 'sac post office', 'isro campus']",,,,Sac post office,,,"Jodhpur, Jodhpur tekra"
935,ICL6658093,Attitude Dancing Academy,"4, Ugf, Hiranya Complex, Near Vastrapur Fountain, Vastrapur",Ahmedabad,380015,Gujarat,,Education,Coaching / Training Centers,23.034821,72.52512,9727904968,,10:00 AM TO 10:00 PM,,"4, ugf, hiranya complex, near vastrapur fountain, vastrapur",india,"['ugf', 'hiranya complex', '4', 'vastrapur', 'near vastrapur fountain']",,,,Near vastrapur fountain,,,"Vastrapur, Near vastrapur fountain"
936,ICL2124458,Dr Vipul Chavan,"22, Mudhary Complex, Opposite Super Society, Kokilaben Nandani, Ramdev Nagar",Ahmedabad,380015,Gujarat,,Health,Doctor,23.020972,72.512034,9825752624,,11:00 AM TO 02:00 PM AND 05:00 PM TO 08:30 PM,,"22, mudhary complex, opposite super society, kokilaben nandani, ramdev nagar",india,"['kokilaben nandani', 'opposite super society', 'mudhary complex', 'ramdev nagar', '22']",,,,Opposite super society,,,
937,ICL7154495,Dr.Manish Raval,"Ashram Road, Near By Union Bank Of India, Old Wadaj",Ahmedabad,380013,Gujarat,,Health,Doctor,23.05413628,72.57202148,9825051522,,10:30 AM TO 02:00 PM AND 05:30 PM TO 08:00 PM,,"ashram road, near by union bank of india, old wadaj",india,"['old wadaj', 'near by union bank of india', 'ashram road']",,,Ashram road,Near by union bank of india,,,
938,ICL2715418,Shree Shindhavai Mata Temple,"C.T.M, Hatkeshwar Road, Near Ramrath Complex, Amraiwadi",Ahmedabad,380026,Gujarat,,Religion,Temples,22.990239,72.635521,,,06:30 AM TO 09:00 AM AND 05:30 PM TO 08:30 PM,,"c.t.m, hatkeshwar road, near ramrath complex, amraiwadi",india,"['amraiwadi', 'c.t.m', 'hatkeshwar road', 'near ramrath complex']",,,Hatkeshwar road,Near ramrath complex,,,
939,ICL3888492,Sarthak Micrology Laboratory,"406, Sangita Complex, Near Rlyl Crossing, Opposite Doctor House, Parimal",Ahmedabad,380006,Gujarat,,Health,Doctor,23.017087,72.557695,9824049449,7930008382,11:00 AM TO 06:00 PM,,"406, sangita complex, near rlyl crossing, opposite doctor house, parimal",india,"['opposite doctor house', 'sangita complex', 'near rlyl crossing', '406', 'parimal']",,,,"Near rlyl crossing, Opposite doctor house",,,
940,ICL7302241,Lal Mediacal & Provison Store,"7, Nr 129 Bus Sta, Kuber Nagar",Ahmedabad,382340,Gujarat,,Health,Pharmacies,23.073091,72.641636,7922811902,,08:30 AM TO 11:00 PM,,"7, nr 129 bus sta, kuber nagar",india,"['kuber nagar', '7', 'nr 129 bus sta']",,,,Nr 129 bus sta,,,
941,ICL6743766,Gujarat Computer Academy,"306, Arohi Complex, Behind Ganesh Plaza, Near Bus Stop, Navrangpura",Ahmedabad,380009,Gujarat,,Education,Coaching / Training Centers,23.02835008,72.57062409,7926465252,,04:00 AM TO 09:00 PM,,"306, arohi complex, behind ganesh plaza, near bus stop, navrangpura",india,"['navrangpura', '306', 'behind ganesh plaza', 'arohi complex', 'near bus stop']",,,,"Behind ganesh plaza, Near bus stop",,,Navrangpura
942,ICL7835884,Dr Saiyad Shaista Mubassir,"16, Park Plaza Flats, Behind V S Hospital, Kagdivad, Ellisbridge",Ahmedabad,380006,Gujarat,,Health,Doctor,23.02322,72.56183,7926579710,,11:00 AM TO 01:30 PM AND 05:30 PM TO 08:30 PM,,"16, park plaza flats, behind v s hospital, kagdivad, ellisbridge",india,"['park plaza flats', 'kagdivad', 'behind v s hospital', 'ellisbridge', '16']",,,,Behind v s hospital,Park plaza flats,,
943,ICL2263231,Ashirwad Clinic,"Shop No 8, Khodal Dham Society, Singarwa Kathwada Road, Kathawada",Ahmedabad,382430,Gujarat,,Health,Clinics,23.02860645,72.68995894,9824322954,,10:00 AM TO 02:00 PM AND 05:00 PM TO 08:00 PM,,"shop no 8, khodal dham society, singarwa kathwada road, kathawada",india,"['singarwa kathwada road', 'shop no 8', 'kathawada', 'khodal dham society']",,,Singarwa kathwada road,,Shop no 8,,
944,ICL6070275,Pragnesh M Vachharajani,"A 30, Karmachari Nagar, Nr Ratana Park, Ghatlodiya",Ahmedabad,380061,Gujarat,,Health,Doctor,23.065629,72.541697,7927456676,7927471463,11:00 AM TO 02:00 PM AND 05:00 PM TO 08:00 PM,,"a 30, karmachari nagar, nr ratana park, ghatlodiya",india,"['ghatlodiya', 'nr ratana park', 'karmachari nagar', 'a 30']",,,,Nr ratana park,,,
945,ICL6829499,Shiv Shakti Medical & Provision Store,"11, Bhaktinandan Chambers, Bapa Sitaram Chowk, Near Hari Village Road, Near Shree Ji Auto Service, Naroda",Ahmedabad,382350,Gujarat,,Health,Pharmacies,23.04958338,72.65706578,7922951653,,09:30 AM TO 11:00 PM,,"11, bhaktinandan chambers, bapa sitaram chowk, near hari village road, near shree ji auto service, naroda",india,"['bhaktinandan chambers', 'near hari village road', 'naroda', 'near shree ji auto service', 'bapa sitaram chowk', '11']",,,Near hari village road,"Near shree ji auto service, Near hari village road",,,Near hari village road
946,ICL8679368,Dr Vina Gupta - (Lokhandwala Hospital),"Dariapur, Near Neelkanth Mahadev Temple, Kalupur",Ahmedabad,380001,Gujarat,,Health,Doctor,23.034638,72.595287,7922162418,,10:30 AM TO 02:00 PM AND 06:00 PM TO 08:30 PM,,"dariapur, near neelkanth mahadev temple, kalupur",india,"['near neelkanth mahadev temple', 'kalupur', 'dariapur']",,,,Near neelkanth mahadev temple,,,"Dariapur, Kalupur"
947,ICL0123641,Surjeet'S Ielts Academy,"Near Vrunda Computing, Maninagar",Ahmedabad,380008,Gujarat,,Education,Coaching / Training Centers,22.99189,72.6078841,9727758152,,08:00 AM TO 11:00 AM AND 02:00 PM TO 09:00 PM,,"near vrunda computing, maninagar",india,"['near vrunda computing', 'maninagar']",,,,Near vrunda computing,,,
948,ICL6023509,Brilliant Tution Classes,"Shrinand Nagar Road, Vejalpur",Ahmedabad,380051,Gujarat,,Education,Coaching / Training Centers,23.00221654,72.51772743,9033829391,,06:30 AM TO 06:00 PM,,"shrinand nagar road, vejalpur",india,"['shrinand nagar road', 'vejalpur']",,,Shrinand nagar road,,,,Vejalpur
949,ICL5146673,Rajesh Gandhi,"Next To Nand Cyber Cafe, Maninagar",Ahmedabad,380008,Gujarat,,Health,Clinics,22.993062,72.6085904,9228231908,,09:30 AM TO 10:00 PM,,"next to nand cyber cafe, maninagar",india,"['next to nand cyber cafe', 'maninagar']",,,,Next to nand cyber cafe,,,
950,ICL1341742,Dr. Smitesh Patel Dental Clinic,"Gh Road, Sector 22, Opp Bharat Petroleum, Gandhinagar",Ahmedabad,382021,Gujarat,,Health,Clinics,23.234127,72.652672,9429129480,,10:00 AM TO 04:30 PM,,"gh road, sector 22, opp bharat petroleum, gandhinagar",india,"['gandhinagar', 'sector 22', 'gh road', 'opp bharat petroleum']",,,Gh road,Opp bharat petroleum,,,
951,ICL0989391,Labh Medical Store,"Vejalpur Road, Mahavir Nagar, Meldinagar, Near Nanavati Hospital, Vejalpur",Ahmedabad,380051,Gujarat,,Health,Pharmacies,23.003353,72.518898,9601956438,,09:00 AM TO 10:30 PM,,"vejalpur road, mahavir nagar, meldinagar, near nanavati hospital, vejalpur",india,"['meldinagar', 'vejalpur road', 'mahavir nagar', 'near nanavati hospital', 'vejalpur']",,,Vejalpur road,Near nanavati hospital,,,"Vejalpur road, Vejalpur"
952,ICL0715254,Dr V M Shah - (Anand Eye Hospital),"2Nd Floor, Medical Complex, Opposite Chandani Apartmetn, Telephone Exchange, Naranpura",Ahmedabad,380063,Gujarat,,Health,Doctor,23.056705,72.544917,9426360908,,11:00 AM TO 02:00 PM AND 06:00 PM TO 08:30 PM,,"2nd floor, medical complex, opposite chandani apartmetn, telephone exchange, naranpura",india,"['2nd floor', 'naranpura', 'medical complex', 'telephone exchange', 'opposite chandani apartmetn']",,,,Opposite chandani apartmetn,,,Naranpura
953,ICL6785643,Ridhhi Dental Clinic,"Aarambh Complex, Vijaynagar Road, Vijaynagar, Near Kameshwar Medical Centre, Naranpura",Ahmedabad,380013,Gujarat,,Health,Clinics,23.059048,72.555905,9825520830,,11:00 AM TO 01:00 PM AND 05:30 PM TO 08:00 PM,,"aarambh complex, vijaynagar road, vijaynagar, near kameshwar medical centre, naranpura",india,"['vijaynagar', 'naranpura', 'vijaynagar road', 'near kameshwar medical centre', 'aarambh complex']",,,Vijaynagar road,Near kameshwar medical centre,,,Naranpura
954,ICL5098738,Concept Corporate Institute,"Gujarat State Highway 68, Near By Radhey Hospital & I C C U, Gidc Naroda",Ahmedabad,382330,Gujarat,,Education,Coaching / Training Centers,23.07377243,72.65457153,8153002300,,09:00 AM TO 05:00 PM,,"gujarat state highway 68, near by radhey hospital & i c c u, gidc naroda",india,"['near by radhey hospital & i c c u', 'gujarat state highway 68', 'gidc naroda']",,Gujarat,,Near by radhey hospital & i c c u,,,
955,ICL5710377,Pinakin Sirs English Academy,"F 5, Shanti Complex, Opposite Of Suvidha Shopping Center, Vejalpur",Ahmedabad,380051,Gujarat,,Education,Coaching / Training Centers,23.003385,72.518796,9426355433,,02:00 PM TO 09:00 PM,,"f 5, shanti complex, opposite of suvidha shopping center, vejalpur",india,"['f 5', 'opposite of suvidha shopping center', 'shanti complex', 'vejalpur']",,,,Opposite of suvidha shopping center,,,Vejalpur
956,ICL4147141,Udgam School For Children,"Opp Sardar Patel Institute, Thaltej Tekra",Ahmedabad,380054,Gujarat,www.udgamschool.com,Education,Schools,23.0503,72.519995,7926850339,9925153153,07:35 AM TO 02:35 PM,,"opp sardar patel institute, thaltej tekra",india,"['opp sardar patel institute', 'thaltej tekra']",,,,Opp sardar patel institute,,,
957,ICL7585272,Ami Clinic,"Hirawadi, Near Akshar Palace, Saijpur Bogha",Ahmedabad,382345,Gujarat,,Health,Clinics,23.046695,72.640766,9825175165,,11:00 AM TO 02:00 PM AND 05:30 PM TO 08:30 PM,,"hirawadi, near akshar palace, saijpur bogha",india,"['saijpur bogha', 'hirawadi', 'near akshar palace']",,,,Near akshar palace,,,Saijpur bogha
958,ICL39599791,Csc E-Gov.,Near Amul Parlour Bapunagar Police Station Bapunagar,Ahmedabad,380024,Gujarat,,Govt. Office,Aadhar Centre,23.03206928,72.63185974,,,10:00 AM TO 02:00 PM AND 04:00 PM TO 06:00 PM,,near amul parlour bapunagar police station bapunagar,india,['near amul parlour bapunagar police station bapunagar'],,,,Near amul parlour bapunagar police station bapunagar,,,
959,ICL8764543,Dr H T Clinic,"Rakhial Road, Odhav Road, Opp Indian Oxygen",Ahmedabad,382415,Gujarat,,Health,Clinics,23.021439,72.646523,9824096617,,10:30 AM TO 02:00 PM AND 05:30 PM TO 08:30 PM,,"rakhial road, odhav road, opp indian oxygen",india,"['opp indian oxygen', 'rakhial road', 'odhav road']",,,"Rakhial road, Odhav road",Opp indian oxygen,,,
960,ICL5339033,Shanti Juniors School,"A-42 Spring Medows, Near Sobo Center, South Bopal, Bopal",Ahmedabad,380058,Gujarat,www.shantijuniors.com,Education,Schools,23.01996,72.4739045,9099990166,,08:00 AM TO 07:00 PM,,"a-42 spring medows, near sobo center, south bopal, bopal",india,"['bopal', 'south bopal', 'near sobo center', 'a-42 spring medows']",,,,Near sobo center,,,
961,ICL2656854,Navdurga Temple,"Plot No 6-7-20-21, Parmeswar Nagar, C.T.M, Amraiwadi",Ahmedabad,380026,Gujarat,,Religion,Temples,22.997801,72.634104,,,06:00 AM TO 09:30 AM AND 05:00 PM TO 08:30 PM,,"plot no 6-7-20-21, parmeswar nagar, c.t.m, amraiwadi",india,"['amraiwadi', 'c.t.m', 'parmeswar nagar', 'plot no 6-7-20-21']",,,,,,,
962,ICL3713591,Gandhi Dr Ramesh,"A 15, Silver Arc, Town Hall Ellisbridge, Opposite Pan Shikura Hotel, Ellisbridge",Ahmedabad,380006,Gujarat,,Health,Doctor,23.02201004,72.56953439,7926583428,,11:00 AM TO 01:00 PM AND 06:00 PM TO 08:00 PM,,"a 15, silver arc, town hall ellisbridge, opposite pan shikura hotel, ellisbridge",india,"['town hall ellisbridge', 'a 15', 'ellisbridge', 'silver arc', 'opposite pan shikura hotel']",,,,Opposite pan shikura hotel,,,Town hall ellisbridge
963,ICL3726378,Brain & Skin Hospital,"Blue Star Complex, Nr Income Tax Railway Underbridge",Ahmedabad,380014,Gujarat,www.vijaysheth.net,Health,Hospitals,23.0402766,72.5659644,7926426848,,08:30 AM TO 10:30 PM,,"blue star complex, nr income tax railway underbridge",india,"['nr income tax railway underbridge', 'blue star complex']",,,,Nr income tax railway underbridge,,,
964,ICL5940135,Tirupati,"Gala Gymkhana Road, South Bopal, Bopal",Ahmedabad,380058,Gujarat,,Health,Doctor,23.02443741,72.47174588,9328267733,,10:00 AM TO 09:00 PM,,"gala gymkhana road, south bopal, bopal",india,"['gala gymkhana road', 'bopal', 'south bopal']",,,Gala gymkhana road,,,,
965,ICL4111502,Shukan Institute,"Lala Lajpat Rai Marg, Near Punjab National Bank Atm, Maninagar",Ahmedabad,380008,Gujarat,,Education,Coaching / Training Centers,22.997494,72.608353,9429209307,,09:30 AM TO 06:30 PM,,"lala lajpat rai marg, near punjab national bank atm, maninagar",india,"['lala lajpat rai marg', 'near punjab national bank atm', 'maninagar']",,Punjab,Lala lajpat rai marg,Near punjab national bank atm,,,
966,ICL25456461,Indiapost,"T B Nagar S O, Namkeen Gali, T B Nagar, Ahmadabad City",Ahmedabad,382350,Gujarat,,Govt. Office,Aadhar Centre,23.04196732,72.64276508,18002666868,,10:00 AM TO 02:00 PM,,"t b nagar s o, namkeen gali, t b nagar, ahmadabad city",india,"['ahmadabad city', 'namkeen gali', 't b nagar', 't b nagar s o']",,,,,,,
967,ICL5079908,Activ Engineering Academy,"Manpasand Complex, Near Chandraprasad Hall, Opp Bapu Nagar, Opposite Krishna Vidhyalaya",Ahmedabad,380024,Gujarat,,Education,Coaching / Training Centers,23.033167,72.63684,9374586362,,07:00 AM TO 11:00 AM AND 04:00 PM TO 08:00 PM,,"manpasand complex, near chandraprasad hall, opp bapu nagar, opposite krishna vidhyalaya",india,"['opp bapu nagar', 'opposite krishna vidhyalaya', 'near chandraprasad hall', 'manpasand complex']",,,,"Near chandraprasad hall, Opposite krishna vidhyalaya, Opp bapu nagar",,,
968,ICL1581549,Samundra Pharma,"334, Ratnamani Complex, Nagarsheth'S Vando, Gheekanta",Ahmedabad,380001,Gujarat,,Health,Pharmacies,23.02866205,72.58504224,9327019034,,08:00 AM TO 10:30 PM,,"334, ratnamani complex, nagarsheth's vando, gheekanta",india,"['ratnamani complex', '334', ""nagarsheth's vando"", 'gheekanta']",,,,,,,
969,ICL6304678,Deep Education,"Brts Corridor Road, Naranpura, Nr Paras Nagar Amt Stop",Ahmedabad,380013,Gujarat,,Education,Coaching / Training Centers,23.0544905,72.5484435,9824445882,,08:00 AM TO 08:00 PM,,"brts corridor road, naranpura, nr paras nagar amt stop",india,"['nr paras nagar amt stop', 'brts corridor road', 'naranpura']",,,Brts corridor road,Nr paras nagar amt stop,,,Naranpura
970,ICL4970155,Mahaswari Group Class,"Shri Hare Krishna Complex, Opposite Cadia Crossing, Cadia Road, Smurtimandir Road, Ghodasar",Ahmedabad,380050,Gujarat,,Education,Coaching / Training Centers,22.977689,72.620374,9276816658,,09:00 AM TO 05:00 PM,,"shri hare krishna complex, opposite cadia crossing, cadia road, smurtimandir road, ghodasar",india,"['cadia road', 'smurtimandir road', 'ghodasar', 'opposite cadia crossing', 'shri hare krishna complex']",,,"Cadia road, Smurtimandir road",Opposite cadia crossing,,,
971,ICL3390077,Shukla Dr Alpa Bhadresh,"Saraswati Nagar, 376, Opposite Azad Society, Ambavadi",Ahmedabad,380015,Gujarat,,Health,Doctor,23.017788,72.544749,9327067823,,10:00 AM TO 02:00 PM AND 05:00 PM TO 08:00 PM,,"saraswati nagar, 376, opposite azad society, ambavadi",india,"['ambavadi', '376', 'saraswati nagar', 'opposite azad society']",,,,Opposite azad society,,,
972,ICL1925745,Krishna Patanjali Swdeshi General Stores,"Next To D.K. Auto Garage, G.I.D.C Vavta",Ahmedabad,382440,Gujarat,,Health,"Alternate Medicine ( Ayurveda, Homeopathy)",22.95060968,72.62227003,9625531320,,09:30 AM TO 09:00 PM,,"next to d.k. auto garage, g.i.d.c vavta",india,"['next to d.k. auto garage', 'g.i.d.c vavta']",,,,Next to d.k. auto garage,,,
973,ICL8680373,Dr Manohar Rundwani,"23Nd Floor, Panchavati Fifth Road, Opposite Ambavadi",Ahmedabad,380006,Gujarat,,Health,Doctor,23.014186,72.565633,9228161028,,10:00 AM TO 01:00 PM AND 05:30 PM TO 08:00 PM,,"23nd floor, panchavati fifth road, opposite ambavadi",india,"['23nd floor', 'panchavati fifth road', 'opposite ambavadi']",,,Panchavati fifth road,Opposite ambavadi,,,
974,ICL1024854,H L Institute Of Commerce,"Uni Road Nvp, Navrangpura",Ahmedabad,380009,Gujarat,www.hlic.ahduni.edu.in,Education,Coaching / Training Centers,23.036768,72.561537,7926462820,7926468231,09:30 AM TO 09:30 PM,,"uni road nvp, navrangpura",india,"['uni road nvp', 'navrangpura']",,,Uni road nvp,,,,Navrangpura
975,ICL3604417,Rugveda Healthcare Private Limited,"46, Sthanakvasi Jain Society, Near Sindhi School, Naranpura",Ahmedabad,380013,Gujarat,,Health,Doctor,23.059611,72.550193,7927551780,,11:00 AM TO 01:00 PM AND 05:00 PM TO 08:00 PM,,"46, sthanakvasi jain society, near sindhi school, naranpura",india,"['sthanakvasi jain society', 'naranpura', 'near sindhi school', '46']",,,,Near sindhi school,,,Naranpura
976,ICL7113236,Troikaa Pharmaceuticals Limited,"Basement Commerce House-1, Opposite Rajvansh Tower, Judges Bunglow Road, Bodakdev",Ahmedabad,380054,Gujarat,,Health,Pharmacies,23.038639,72.517994,7926856867,7926856242,08:30 AM TO 10:30 PM,,"basement commerce house-1, opposite rajvansh tower, judges bunglow road, bodakdev",india,"['judges bunglow road', 'opposite rajvansh tower', 'bodakdev', 'basement commerce house-1']",,,Judges bunglow road,Opposite rajvansh tower,,,
977,ICL2890459,Vision Academy,"891/1, Gh Road, Sector 2C, Sector 2, Gandhinagar",Ahmedabad,382006,Gujarat,,Education,Coaching / Training Centers,23.20740891,72.63607788,9879636910,,08:00 AM TO 10:00 AM AND 05:00 PM TO 09:00 PM,,"891/1, gh road, sector 2c, sector 2, gandhinagar",india,"['gandhinagar', '891/1', 'sector 2', 'sector 2c', 'gh road']",,,Gh road,,,,
978,ICL8189646,"Dr Neebha S Haribhakti Do, Ms, (Opthal)","508, Sangita Complex, Opp Doctor House, Ellisbridge",Ahmedabad,380006,Gujarat,,Health,Doctor,23.017114,72.557688,7926461186,,09:00 AM TO 07:00 PM,,"508, sangita complex, opp doctor house, ellisbridge",india,"['opp doctor house', 'sangita complex', '508', 'ellisbridge']",,,,Opp doctor house,,,
